CustomerID,Frecuencia,monto,Precio ,Recencia,Pais
14546,6,47,2.68,5,United Kingdom
14547,6,53,1.46,12,United Kingdom
14549,1,26,2.89,311,United Kingdom
14550,1,10,2.49,10,United Kingdom
14552,1,11,2.23,151,United Kingdom
14553,5,12,1.20,19,United Kingdom
14554,4,90,1.67,10,United Kingdom
14555,2,15,2.60,57,United Kingdom
14557,2,-102,1.40,64,United Kingdom
14560,9,40,4.90,39,United Kingdom
14561,3,29,1.26,75,United Kingdom
14562,19,20,2.73,3,United Kingdom
14565,4,99,3.26,95,United Kingdom
14567,2,184,4.20,56,United Kingdom
14569,1,125,2.56,1,United Kingdom
14570,1,8,2.10,280,United Kingdom
14572,7,49,5.72,40,United Kingdom
14573,8,18,7.92,182,United Kingdom
14577,4,27,1.97,12,United Kingdom
14578,1,12,2.93,3,United Kingdom
14581,1,23,1.53,16,United Kingdom
14582,1,34,1.25,40,United Kingdom
14583,5,33,1.72,5,United Kingdom
14584,4,24,2.84,169,United Kingdom
14585,1,13,1.67,50,United Kingdom
14586,1,55,0.65,276,United Kingdom
14587,8,21,2.01,184,United Kingdom
14591,4,21,2.92,15,United Kingdom
14592,3,14,1.13,35,United Kingdom
14593,3,18,1.29,21,United Kingdom
14594,2,15,1.55,7,United Kingdom
14595,4,70,3.41,19,United Kingdom
14597,1,88,1.62,11,United Kingdom
14598,1,22,0.58,44,United Kingdom
14600,1,31,4.38,305,United Kingdom
14606,91,16,2.48,1,United Kingdom
14607,9,110,1.90,15,United Kingdom
14608,1,90,3.75,4,United Kingdom
14616,1,10,0.42,284,United Kingdom
14618,1,36,5.95,337,United Kingdom
14619,2,-2,1.48,239,United Kingdom
14620,3,13,2.53,204,United Kingdom
14621,5,27,4.19,1,United Kingdom
14622,1,26,1.46,184,United Kingdom
14623,4,25,3.13,32,United Kingdom
14624,2,18,1.15,57,United Kingdom
14625,2,78,5.14,196,United Kingdom
14626,4,61,4.10,23,United Kingdom
14627,1,-7,3.60,311,United Kingdom
14628,2,35,1.16,91,United Kingdom
14629,2,62,3.19,4,United Kingdom
14631,3,25,0.91,50,United Kingdom
14633,1,75,6.21,266,United Kingdom
14636,2,40,2.89,36,United Kingdom
14638,1,79,1.36,50,United Kingdom
14639,6,39,2.98,52,United Kingdom
14640,6,32,3.60,24,United Kingdom
14642,1,20,4.95,58,United Kingdom
14643,1,52,1.74,358,United Kingdom
14644,1,60,14.95,67,United Kingdom
14645,1,94,1.56,156,United Kingdom
14646,48,648,2.27,2,Netherlands
14647,1,20,2.53,201,United Kingdom
14649,4,42,2.68,4,United Kingdom
14651,2,68,1.99,67,United Kingdom
14652,1,3,2.95,77,United Kingdom
14653,5,63,3.40,1,United Kingdom
14655,4,136,2.36,8,United Kingdom
14656,2,6,1.86,169,United Kingdom
14657,4,31,1.61,17,United Kingdom
14658,2,32,5.92,5,United Kingdom
14659,9,25,3.08,8,United Kingdom
14660,1,9,1.45,100,United Kingdom
14661,1,10,2.55,26,United Kingdom
14662,4,28,3.47,28,United Kingdom
14664,2,33,1.48,19,United Kingdom
14665,5,12,2.93,60,United Kingdom
14666,1,20,1.65,24,United Kingdom
14667,23,45,3.02,10,United Kingdom
14669,3,43,1.22,241,United Kingdom
14670,2,16,1.55,280,United Kingdom
14672,2,9,1.93,234,United Kingdom
14673,5,69,2.01,3,United Kingdom
14675,1,30,1.41,16,United Kingdom
14676,2,81,4.53,78,United Kingdom
14680,14,201,2.65,71,United Kingdom
14684,4,23,1.33,25,United Kingdom
14687,1,20,1.65,106,United Kingdom
14688,14,31,1.44,7,United Kingdom
14689,1,35,1.25,208,United Kingdom
14690,3,19,1.74,44,United Kingdom
14691,5,37,3.00,30,United Kingdom
14692,4,19,2.75,137,United Kingdom
14696,6,20,2.25,4,United Kingdom
14697,2,12,5.16,218,United Kingdom
14698,4,35,2.49,1,United Kingdom
14700,3,117,1.91,32,United Kingdom
14701,10,25,2.55,10,United Kingdom
14702,16,26,3.18,1,United Kingdom
14703,1,62,1.94,14,United Kingdom
14704,7,22,2.00,19,United Kingdom
14708,1,38,2.08,2,United Kingdom
14709,12,32,3.20,15,United Kingdom
14710,4,20,1.94,14,United Kingdom
14711,11,13,2.87,10,United Kingdom
14712,3,72,2.71,29,United Kingdom
14713,9,23,1.66,29,United Kingdom
14714,1,32,3.15,24,United Kingdom
14715,4,21,2.96,24,United Kingdom
14716,2,35,0.88,43,United Kingdom
14719,5,25,1.32,1,United Kingdom
14720,2,12,8.80,5,United Kingdom
14722,1,15,2.56,147,United Kingdom
14723,5,22,2.96,10,United Kingdom
14725,1,73,1.96,24,United Kingdom
14727,1,18,2.95,274,United Kingdom
14729,1,30,1.30,373,United Kingdom
14730,8,30,1.55,1,United Kingdom
14731,3,31,2.35,47,United Kingdom
14732,8,45,3.67,8,United Kingdom
14733,9,119,4.48,16,United Kingdom
14735,14,48,3.40,3,United Kingdom
14737,2,38,2.70,3,United Kingdom
14738,5,44,2.24,42,United Kingdom
14739,6,69,2.58,2,United Kingdom
14740,4,31,2.39,191,United Kingdom
14741,4,36,2.00,11,United Kingdom
14744,2,5,0.70,312,United Kingdom
14745,3,47,0.98,112,United Kingdom
14747,1,15,1.25,249,United Kingdom
14748,4,47,1.04,29,United Kingdom
14752,1,40,1.65,43,United Kingdom
14753,1,55,2.11,87,United Kingdom
14754,2,26,1.03,44,United Kingdom
14755,9,60,2.41,9,United Kingdom
14756,1,124,2.53,15,United Kingdom
14757,1,54,3.02,75,United Kingdom
14758,3,28,8.76,144,United Kingdom
14759,3,61,3.74,4,United Kingdom
14760,1,52,2.35,297,United Kingdom
14762,1,5,0.42,263,United Kingdom
14765,2,10,5.24,29,United Kingdom
14766,6,46,2.70,8,United Kingdom
14769,8,139,1.11,2,United Kingdom
14770,2,38,3.78,232,United Kingdom
14772,1,13,12.75,112,United Kingdom
14775,3,46,0.94,58,United Kingdom
14776,8,27,0.98,51,United Kingdom
14778,2,23,1.59,127,United Kingdom
14779,3,16,2.22,280,United Kingdom
14780,2,28,2.84,54,United Kingdom
14782,1,25,2.10,319,United Kingdom
14784,2,58,1.95,26,United Kingdom
14788,2,46,3.23,7,United Kingdom
14790,2,23,1.10,16,United Kingdom
14793,1,60,2.51,21,United Kingdom
14794,4,43,4.55,2,United Kingdom
14796,20,45,1.92,1,United Kingdom
14798,3,21,3.05,52,United Kingdom
14799,1,40,0.53,51,United Kingdom
14800,10,56,2.22,47,United Kingdom
14801,1,15,0.75,61,United Kingdom
14803,1,17,1.08,162,United Kingdom
14804,1,90,3.00,8,United Kingdom
14805,3,23,6.76,15,United Kingdom
14806,1,11,0.42,75,United Kingdom
14808,8,27,3.91,39,United Kingdom
14810,9,25,2.08,40,United Kingdom
14813,2,5,5.25,369,United Kingdom
14815,2,45,0.91,36,United Kingdom
14817,2,82,3.09,200,United Kingdom
14818,2,19,3.56,169,United Kingdom
14819,2,19,5.45,64,United Kingdom
14820,4,24,2.78,21,United Kingdom
14823,3,20,6.22,180,United Kingdom
14824,3,44,2.90,10,United Kingdom
14825,7,28,2.02,3,United Kingdom
14828,3,69,0.70,196,United Kingdom
14829,1,21,2.08,29,United Kingdom
14830,1,2,2.08,53,United Kingdom
14834,5,17,3.54,17,United Kingdom
14837,5,46,1.42,89,United Kingdom
14841,4,94,3.18,53,United Kingdom
14842,5,-26,61.43,35,United Kingdom
14844,4,68,1.54,63,United Kingdom
14847,1,33,8.25,148,United Kingdom
14849,19,43,2.04,21,United Kingdom
14850,1,57,0.95,311,United Kingdom
14851,2,40,1.34,23,United Kingdom
14852,4,47,1.97,58,United Kingdom
14853,1,20,1.65,211,United Kingdom
14854,5,67,1.16,78,United Kingdom
14855,1,7,0.85,134,United Kingdom
14856,2,58,1.27,36,United Kingdom
14857,1,120,2.86,59,United Kingdom
14859,2,77,2.88,80,United Kingdom
14860,1,59,1.13,19,United Kingdom
14862,2,52,2.17,25,United Kingdom
14863,1,17,1.45,29,United Kingdom
14866,6,327,2.34,38,United Kingdom
14867,2,31,3.05,218,United Kingdom
14868,7,46,2.20,21,United Kingdom
14869,2,69,2.59,8,United Kingdom
14871,4,16,3.90,3,United Kingdom
14873,1,15,2.55,210,United Kingdom
14875,1,182,1.41,107,United Kingdom
14878,7,14,3.43,36,United Kingdom
14880,2,33,2.89,77,United Kingdom
14881,1,45,1.24,19,United Kingdom
14883,3,9,1.12,73,United Kingdom
14885,1,50,0.42,131,United Kingdom
14886,1,20,4.95,252,United Kingdom
14887,1,358,1.79,79,United Kingdom
14888,1,54,1.93,207,United Kingdom
14889,1,27,3.05,336,United Kingdom
14890,1,43,3.60,253,United Kingdom
14891,2,33,0.90,148,United Kingdom
14893,2,34,4.93,9,United Kingdom
14895,13,72,3.33,7,United Kingdom
14896,2,22,1.60,204,United Kingdom
14897,4,63,6.15,7,United Kingdom
14898,5,20,3.45,23,United Kingdom
14901,6,22,1.76,11,United Kingdom
14902,2,0,2.90,21,United Kingdom
14903,5,71,2.15,21,United Kingdom
14904,2,56,0.78,2,United Kingdom
14905,1,82,2.55,233,United Kingdom
14907,5,57,3.30,3,United Kingdom
14908,1,10,4.95,74,United Kingdom
14910,1,12,2.08,31,United Kingdom
14911,182,76,3.52,1,EIRE
14913,4,40,0.58,35,United Kingdom
14915,1,20,1.65,277,United Kingdom
14916,4,69,1.59,70,United Kingdom
14918,2,80,3.25,115,United Kingdom
14920,2,59,4.36,212,United Kingdom
14921,2,117,1.25,30,United Kingdom
14923,1,72,1.60,50,United Kingdom
14924,1,9,1.25,245,United Kingdom
14929,1,10,0.85,32,United Kingdom
14930,3,71,2.63,108,Channel Islands
14931,3,25,2.95,4,Channel Islands
14934,3,67,2.49,72,Channel Islands
14935,1,163,3.39,297,Channel Islands
14936,6,126,2.03,33,Channel Islands
14937,2,148,4.11,56,Channel Islands
14944,8,85,2.01,29,United Kingdom
14947,1,30,1.25,72,United Kingdom
14948,3,30,1.55,23,United Kingdom
14950,1,17,8.50,19,United Kingdom
14951,1,9,0.25,79,United Kingdom
14952,9,99,3.73,46,United Kingdom
14953,1,9,0.67,25,United Kingdom
14954,1,38,1.41,12,United Kingdom
14957,1,5,1.58,253,United Kingdom
14958,2,4,2.20,185,United Kingdom
14959,5,23,1.37,59,United Kingdom
14960,2,43,3.55,8,United Kingdom
14961,7,80,2.02,10,United Kingdom
14962,1,10,9.95,270,United Kingdom
14963,5,47,1.78,9,United Kingdom
14965,1,77,1.42,96,United Kingdom
14966,1,25,0.62,14,United Kingdom
14967,1,204,4.25,49,United Kingdom
14968,1,14,2.27,30,United Kingdom
14970,4,68,6.00,68,United Kingdom
14971,2,49,1.67,35,United Kingdom
14972,1,13,1.93,128,United Kingdom
14973,2,14,1.38,107,United Kingdom
14974,1,12,2.95,37,United Kingdom
14975,1,55,0.85,57,United Kingdom
14976,4,30,4.28,57,United Kingdom
14978,5,47,3.54,72,United Kingdom
14984,1,12,6.20,19,United Kingdom
14985,2,22,0.84,198,United Kingdom
14988,1,47,2.12,211,United Kingdom
14995,2,15,1.98,38,United Kingdom
14997,2,30,0.37,88,United Kingdom
14998,2,39,2.11,170,United Kingdom
15000,1,15,3.09,47,United Kingdom
15002,4,26,1.66,115,United Kingdom
15004,1,283,3.15,147,United Kingdom
15005,31,24,2.03,15,United Kingdom
15006,1,113,1.88,51,United Kingdom
15007,1,51,3.01,159,United Kingdom
15009,3,39,2.11,12,United Kingdom
15010,1,35,0.98,35,United Kingdom
15012,2,11,2.36,53,United Kingdom
15014,2,14,2.17,43,United Kingdom
15017,1,9,0.85,33,United Kingdom
15018,3,29,2.82,38,United Kingdom
15019,1,21,1.59,266,United Kingdom
15021,11,11,1.93,8,United Kingdom
15022,3,40,2.21,11,United Kingdom
15023,10,69,3.65,3,United Kingdom
15024,6,35,2.96,9,United Kingdom
15025,1,44,2.11,33,United Kingdom
15026,2,15,1.98,80,United Kingdom
15027,1,45,1.25,238,United Kingdom
15028,1,2,0.84,42,United Kingdom
15030,1,20,0.85,268,United Kingdom
15031,3,15,5.15,30,United Kingdom
15032,2,-76,1.45,256,United Kingdom
15033,10,29,1.54,4,United Kingdom
15034,9,53,2.50,15,United Kingdom
15035,1,32,2.12,89,United Kingdom
15036,2,18,1.03,72,United Kingdom
15038,5,18,3.66,68,United Kingdom
15039,38,57,2.61,9,United Kingdom
15041,1,26,2.59,170,United Kingdom
15044,14,40,3.69,19,United Kingdom
15045,3,118,10.68,151,United Kingdom
15046,12,38,2.40,9,United Kingdom
15047,1,23,1.95,269,United Kingdom
15048,5,10,1.70,65,United Kingdom
15050,1,74,0.97,71,United Kingdom
15051,3,47,2.12,23,United Kingdom
15052,1,9,1.85,319,United Kingdom
15053,3,10,2.08,4,United Kingdom
15054,2,13,1.33,12,United Kingdom
15057,1,334,2.98,315,United Kingdom
15058,11,29,2.43,25,United Kingdom
15059,6,24,3.16,40,United Kingdom
15060,3,9,1.16,8,United Kingdom
15061,27,291,1.92,3,United Kingdom
15062,3,32,1.01,71,United Kingdom
15063,1,65,2.50,213,United Kingdom
15065,3,107,1.59,164,United Kingdom
15066,2,76,3.52,31,United Kingdom
15067,2,63,1.84,78,United Kingdom
15068,2,34,2.50,46,United Kingdom
15069,1,153,5.28,179,United Kingdom
15071,2,44,7.80,93,United Kingdom
15073,4,-2,3.66,9,United Kingdom
15074,1,91,2.39,105,United Kingdom
15075,1,10,0.85,77,United Kingdom
15076,1,69,2.46,172,United Kingdom
15078,21,43,1.83,7,United Kingdom
15079,3,38,7.07,212,United Kingdom
15081,2,31,1.44,208,United Kingdom
15087,1,42,1.01,281,United Kingdom
15088,2,52,1.53,21,United Kingdom
15089,5,50,5.88,22,United Kingdom
15090,1,46,2.55,308,United Kingdom
15091,1,39,1.07,67,United Kingdom
15092,2,32,4.91,215,United Kingdom
15093,6,48,1.88,18,United Kingdom
15095,3,24,3.62,103,United Kingdom
15097,1,32,2.25,4,United Kingdom
15098,1,38970,649.50,182,United Kingdom
15099,1,120,1.08,84,United Kingdom
15100,1,-131,10.95,367,United Kingdom
15103,2,26,3.40,31,United Kingdom
15104,3,17,6.29,166,United Kingdom
15105,5,54,3.31,18,United Kingdom
15106,5,27,2.01,17,United Kingdom
15107,4,-4,6.90,332,United Kingdom
15108,2,71,4.44,141,European Community
15109,2,13,11.24,240,United Kingdom
15110,5,12,4.66,23,United Kingdom
15111,3,38,6.63,29,United Kingdom
15113,3,190,3.88,9,United Kingdom
15114,10,32,2.25,30,United Kingdom
15115,1,97,2.32,18,United Kingdom
15116,3,28,2.08,17,United Kingdom
15117,4,94,1.18,14,United Kingdom
15118,1,245,0.17,134,United Kingdom
15121,1,64,1.88,288,United Kingdom
15122,4,47,2.20,85,United Kingdom
15123,2,127,1.79,7,United Kingdom
15124,1,17,4.15,191,United Kingdom
15125,5,134,1.03,113,United Kingdom
15127,1,35,0.97,65,United Kingdom
15128,5,26,1.00,60,United Kingdom
15129,7,67,1.62,50,United Kingdom
15130,1,25,1.05,169,United Kingdom
15132,3,37,1.25,105,United Kingdom
15133,3,74,1.51,127,United Kingdom
15134,7,31,2.51,14,United Kingdom
15136,4,35,1.75,2,United Kingdom
15139,1,9,0.39,239,United Kingdom
15140,6,57,2.96,52,United Kingdom
15142,1,28,1.53,46,United Kingdom
15143,1,38,2.08,225,United Kingdom
15144,9,42,3.12,8,United Kingdom
15145,3,52,2.16,43,United Kingdom
15146,3,20,1.48,164,United Kingdom
15147,1,35,1.45,240,United Kingdom
15148,1,45,3.75,10,United Kingdom
15149,1,70,6.37,133,United Kingdom
15150,7,74,1.63,17,United Kingdom
15152,12,35,3.57,9,United Kingdom
15153,1,57,2.48,31,United Kingdom
15154,1,50,4.14,75,United Kingdom
15156,3,38,1.17,1,United Kingdom
15157,4,80,0.75,3,United Kingdom
15159,24,82,2.50,4,United Kingdom
15163,2,6,1.65,18,United Kingdom
15164,3,33,2.23,68,United Kingdom
15167,1,25,2.10,320,United Kingdom
15168,1,48,7.95,25,United Kingdom
15172,4,49,1.61,8,United Kingdom
15174,1,40,1.00,322,United Kingdom
15175,1,10,0.65,71,United Kingdom
15179,3,51,2.09,18,United Kingdom
15181,4,72,4.24,66,United Kingdom
15182,2,38,2.67,154,United Kingdom
15184,2,12,1.39,29,United Kingdom
15185,1,24,0.49,70,United Kingdom
15186,2,24,2.03,14,United Kingdom
15187,6,62,2.96,1,United Kingdom
15189,20,103,4.93,3,United Kingdom
15192,2,47,0.45,119,United Kingdom
15193,1,50,6.20,60,United Kingdom
15194,16,67,2.09,3,United Kingdom
15197,1,15,1.25,10,United Kingdom
15198,1,5,0.42,124,United Kingdom
15199,1,65,5.45,308,United Kingdom
15201,6,34,1.42,78,United Kingdom
15203,6,39,0.89,25,United Kingdom
15205,3,21,2.88,85,United Kingdom
15206,1,18,2.95,275,United Kingdom
15208,3,15,7.13,1,United Kingdom
15211,2,51,3.54,60,United Kingdom
15212,2,8,1.55,239,United Kingdom
15213,1,2,2.10,318,United Kingdom
15214,8,28,1.59,1,United Kingdom
15215,2,29,1.81,46,United Kingdom
15218,9,96,1.80,10,United Kingdom
15220,5,49,1.64,51,United Kingdom
15223,2,-35,6.92,249,United Kingdom
15224,2,10,3.33,358,United Kingdom
15225,1,121,1.68,234,United Kingdom
15227,5,23,4.31,36,United Kingdom
15228,4,82,1.63,66,United Kingdom
15232,2,25,0.70,113,United Kingdom
15234,1,10,0.85,276,United Kingdom
15235,10,23,3.79,217,United Kingdom
15236,1,15,4.95,298,United Kingdom
15237,3,52,1.59,78,United Kingdom
15238,3,26,2.74,29,United Kingdom
15239,2,51,1.66,10,United Kingdom
15240,4,52,2.30,44,United Kingdom
15241,5,38,1.48,73,United Kingdom
15243,1,34,2.25,74,United Kingdom
15244,1,36,1.82,65,United Kingdom
15245,3,99,1.29,134,United Kingdom
15246,2,29,1.99,238,United Kingdom
15247,1,148,2.64,122,United Kingdom
15249,13,47,2.09,31,United Kingdom
15251,5,134,3.33,81,United Kingdom
15252,1,67,1.04,36,United Kingdom
15253,2,16,1.45,88,United Kingdom
15254,1,45,0.58,127,United Kingdom
15255,1,120,2.07,66,United Kingdom
15256,1,32,1.60,148,United Kingdom
15257,2,59,67.91,281,United Kingdom
15258,2,62,5.88,168,United Kingdom
15260,6,45,2.85,100,United Kingdom
15261,1,23,0.44,135,United Kingdom
15264,1,30,1.25,64,United Kingdom
15265,2,111,4.42,151,United Kingdom
15266,1,56,9.28,338,United Kingdom
15270,2,48,2.54,238,United Kingdom
15271,9,24,1.88,26,United Kingdom
15272,2,20,2.60,57,United Kingdom
15274,2,26,1.10,4,United Kingdom
15275,1,46,0.70,37,United Kingdom
15276,1,8,1.67,66,United Kingdom
15277,1,32,1.35,46,United Kingdom
15279,1,26,1.45,354,United Kingdom
15280,1,9,1.45,172,United Kingdom
15281,9,28,3.36,58,United Kingdom
15287,1,18,2.95,70,United Kingdom
15288,3,28,1.50,155,United Kingdom
15289,3,7,0.83,29,United Kingdom
15290,11,78,3.04,4,United Kingdom
15291,9,71,9.70,25,United Kingdom
15292,1,23,4.67,201,United Kingdom
15296,5,87,3.29,50,United Kingdom
15297,1,35,2.95,29,United Kingdom
15298,7,45,1.86,10,United Kingdom
15299,1,-66,65.91,301,United Kingdom
15300,1,23,1.25,64,United Kingdom
15301,9,66,4.36,50,United Kingdom
15303,1,53,2.79,290,United Kingdom
15304,1,43,5.40,164,United Kingdom
15306,3,23,1.72,64,United Kingdom
15308,1,12,5.95,274,United Kingdom
15311,94,65,2.60,3,United Kingdom
15312,3,39,1.47,75,United Kingdom
15314,1,30,1.88,199,United Kingdom
15315,1,32,0.67,64,United Kingdom
15318,1,32,0.30,3,United Kingdom
15319,1,11,0.42,283,United Kingdom
15320,1,11,2.70,44,United Kingdom
15321,3,139,2.65,70,United Kingdom
15322,2,15,0.75,64,United Kingdom
15325,1,19,0.88,103,United Kingdom
15326,1,29,0.47,333,United Kingdom
15329,2,30,3.08,134,United Kingdom
15332,1,147,2.30,369,Lithuania
15333,1,23,3.75,208,United Kingdom
15334,3,21,1.73,156,United Kingdom
15335,1,17,2.39,53,United Kingdom
15339,2,29,1.35,66,United Kingdom
15341,1,102,4.25,80,United Kingdom
15343,1,20,3.28,87,United Kingdom
15344,3,21,9.25,0,United Kingdom
15345,2,16,5.84,35,United Kingdom
15346,1,15,1.25,332,United Kingdom
15349,2,15,7.56,158,United Kingdom
15351,6,28,2.51,12,United Kingdom
15353,1,40,1.44,254,United Kingdom
15355,1,12,5.95,53,United Kingdom
15356,10,24,1.85,31,United Kingdom
15358,20,47,1.76,4,United Kingdom
15360,1,47,1.95,39,United Kingdom
15363,1,69,3.45,372,United Kingdom
15364,1,55,1.65,95,United Kingdom
15365,7,41,2.17,25,United Kingdom
15366,2,40,1.25,75,United Kingdom
15367,3,98,2.52,57,United Kingdom
15368,1,92,2.42,21,United Kingdom
15370,4,47,5.43,71,United Kingdom
15372,1,120,0.71,137,United Kingdom
15373,11,27,6.58,8,United Kingdom
15376,2,64,2.61,117,United Kingdom
15379,6,53,2.46,169,United Kingdom
15380,3,92,3.58,46,United Kingdom
15381,1,31,2.55,268,United Kingdom
15382,6,116,1.69,14,United Kingdom
15384,2,14,0.49,169,United Kingdom
15385,1,11,0.42,40,United Kingdom
15386,1,30,1.25,186,United Kingdom
15392,4,55,1.79,4,United Kingdom
15393,1,35,1.95,281,United Kingdom
15394,3,44,2.51,9,United Kingdom
15396,1,41,1.57,112,United Kingdom
15397,1,15,4.95,289,United Kingdom
15398,2,80,1.63,16,United Kingdom
15399,3,19,1.56,1,United Kingdom
15400,2,55,3.60,128,United Kingdom
15402,2,16,2.85,148,United Kingdom
15406,2,39,1.99,31,United Kingdom
15407,4,18,2.93,33,United Kingdom
15408,1,13,2.18,264,United Kingdom
15410,5,65,4.35,99,United Kingdom
15411,4,44,1.95,26,United Kingdom
15414,2,47,2.29,9,United Kingdom
15415,1,115,1.04,313,United Kingdom
15416,4,143,2.48,64,United Kingdom
15417,1,42,2.08,85,United Kingdom
15421,3,53,3.33,58,United Kingdom
15422,2,16,3.40,323,United Kingdom
15424,2,28,2.85,254,United Kingdom
15426,6,23,2.07,19,United Kingdom
15427,3,41,3.03,33,United Kingdom
15428,1,23,3.75,15,United Kingdom
15429,2,16,3.07,26,United Kingdom
15432,1,25,2.10,23,United Kingdom
15433,3,9,1.24,79,United Kingdom
15434,5,19,4.55,8,United Kingdom
15435,1,15,3.68,22,United Kingdom
15436,3,35,1.91,12,United Kingdom
15437,1,15,2.97,262,United Kingdom
15438,1,5,2.55,131,United Kingdom
15440,3,6,1.71,54,United Kingdom
15443,7,49,2.25,1,United Kingdom
15444,2,93,2.01,9,United Kingdom
15447,1,28,1.28,330,United Kingdom
15449,3,53,2.63,26,United Kingdom
15450,1,72,1.17,30,United Kingdom
15452,2,21,2.92,71,United Kingdom
15453,7,24,3.02,1,United Kingdom
15454,1,17,1.67,362,United Kingdom
15456,2,20,0.61,283,United Kingdom
15457,1,38,2.51,262,United Kingdom
15458,1,15,1.25,25,United Kingdom
15460,1,12,2.39,354,United Kingdom
15462,1,15,1.25,94,United Kingdom
15463,1,31,2.55,29,United Kingdom
15464,1,84,2.06,338,United Kingdom
15465,8,115,7.30,19,United Kingdom
15466,1,25,0.79,85,United Kingdom
15467,1,26,2.92,152,United Kingdom
15468,1,126,2.75,51,United Kingdom
15469,2,29,4.97,50,United Kingdom
15471,1,38,1.80,2,United Kingdom
15472,1,44,1.75,113,United Kingdom
15473,2,141,3.15,58,United Kingdom
15475,1,65,1.09,77,United Kingdom
15478,2,113,2.52,40,United Kingdom
15480,1,143,3.11,116,Malta
15482,9,15,3.33,15,United Kingdom
15483,3,11,1.78,161,United Kingdom
15484,3,113,1.22,1,United Kingdom
15485,3,70,1.82,30,United Kingdom
15488,1,76,1.06,92,United Kingdom
15489,4,52,2.43,22,United Kingdom
15491,6,59,1.57,95,United Kingdom
15492,1,124,1.37,74,United Kingdom
15493,5,53,4.16,32,United Kingdom
15494,2,31,1.48,21,United Kingdom
15497,1,83,6.95,17,United Kingdom
15498,23,48,20.66,2,United Kingdom
15500,4,34,2.54,8,United Kingdom
15502,13,-194,250.03,21,United Kingdom
15503,1,22,2.79,362,United Kingdom
15504,1,3,0.39,81,United Kingdom
15505,5,134,1.81,52,United Kingdom
15506,3,35,1.47,22,United Kingdom
15507,1,75,2.67,171,United Kingdom
15508,5,27,2.18,189,United Kingdom
15511,5,26,4.28,11,United Kingdom
15513,14,67,2.90,33,United Kingdom
15514,8,36,2.46,12,United Kingdom
15516,2,6,2.01,46,United Kingdom
15517,1,51,1.58,233,United Kingdom
15518,7,38,2.87,64,United Kingdom
15520,1,10,0.85,1,United Kingdom
15521,7,13,3.00,94,United Kingdom
15522,2,12,0.76,32,United Kingdom
15523,1,267,4.69,84,United Kingdom
15525,3,45,3.13,2,United Kingdom
15526,1,122,8.71,33,United Kingdom
15527,8,17,11.26,18,United Kingdom
15528,1,10,9.95,254,United Kingdom
15529,11,35,0.92,22,United Kingdom
15530,3,15,2.65,21,United Kingdom
15531,2,106,1.72,8,United Kingdom
15532,4,47,2.58,25,United Kingdom
15533,3,48,3.56,19,United Kingdom
15535,5,13,5.26,173,United Kingdom
15537,1,5,2.50,163,United Kingdom
15539,1,40,2.36,7,United Kingdom
15540,1,23,1.04,11,United Kingdom
15541,1,16,2.24,114,United Kingdom
15543,1,15,1.13,288,United Kingdom
15544,9,46,1.29,9,United Kingdom
15545,2,31,2.07,54,United Kingdom
15547,13,56,1.87,7,United Kingdom
15549,3,24,2.76,157,United Kingdom
15550,2,33,4.54,106,United Kingdom
15551,1,79,2.32,36,United Kingdom
15552,1,13,0.75,217,United Kingdom
15553,1,52,0.87,60,United Kingdom
15555,18,29,2.13,12,United Kingdom
15556,1,67,1.31,24,United Kingdom
15557,1,44,1.48,28,United Kingdom
15561,3,47,2.95,11,United Kingdom
15563,3,46,1.57,22,United Kingdom
15565,1,17,8.25,70,United Kingdom
15567,1,100,1.04,18,United Kingdom
15568,3,34,2.10,2,United Kingdom
15569,1,70,1.95,131,United Kingdom
15570,10,43,1.94,10,United Kingdom
15571,1,6,2.08,33,United Kingdom
15572,7,51,12.51,4,United Kingdom
15573,2,45,1.52,31,United Kingdom
15574,2,38,1.33,358,United Kingdom
15576,1,358,2.20,37,United Kingdom
15577,3,21,3.59,151,United Kingdom
15579,2,19,4.16,68,United Kingdom
15581,8,16,2.59,172,United Kingdom
15582,3,20,2.52,24,United Kingdom
15584,4,15,1.59,23,United Kingdom
15585,1,51,0.66,176,United Kingdom
15589,2,64,2.30,255,United Kingdom
15592,1,65,1.16,46,United Kingdom
15594,6,26,3.19,15,United Kingdom
15596,5,24,4.14,214,United Kingdom
15597,1,53,1.48,35,United Kingdom
15598,2,29,1.25,35,United Kingdom
15599,2,23,1.09,26,United Kingdom
15601,14,65,2.15,11,United Kingdom
15602,5,21,4.62,70,United Kingdom
15604,1,40,1.59,52,United Kingdom
15605,4,28,2.08,36,United Kingdom
15606,7,47,3.76,61,United Kingdom
15607,1,5,0.19,336,United Kingdom
15608,2,78,1.56,60,United Kingdom
15609,1,31,5.22,184,United Kingdom
15611,4,64,2.83,9,United Kingdom
15615,19,71,2.51,10,United Kingdom
15618,4,24,3.26,32,United Kingdom
15620,3,40,1.55,56,United Kingdom
15621,1,237,3.29,21,United Kingdom
15622,10,22,3.14,3,United Kingdom
15623,1,75,6.28,141,United Kingdom
15624,3,20,4.91,116,United Kingdom
15625,3,19,1.17,130,United Kingdom
15626,1,25,1.05,74,United Kingdom
15628,7,40,2.04,4,United Kingdom
15630,2,90,1.82,45,United Kingdom
15632,9,52,1.97,15,United Kingdom
15634,1,15,1.25,17,United Kingdom
15636,1,15,1.25,282,United Kingdom
